donde_estas_trabajando,dedicacion,tipo_de_contrato,ultimo_salario_mensual_o_retiro_bruto_en_pesos_argentinos,ultimo_salario_mensual_o_retiro_neto_en_pesos_argentinos,pagos_en_dolares,si_tu_sueldo_esta_dolarizado_cual_fue_el_ultimo_valor_del_dolar_que_tomaron,recibis_algun_tipo_de_bono,a_que_esta_atado_el_bono,tuviste_actualizaciones_de_tus_ingresos_laborales_durante_el_ultimo_semestre,de_que_fue_el_ajuste_total_acumulado,en_que_mes_fue_el_ultimo_ajuste,como_consideras_que_estan_tus_ingresos_laborales_comparados_con_el_semestre_anterior,contas_con_beneficios_adicionales,que_tan_conforme_estas_con_tus_ingresos_laborales,estas_buscando_trabajo,pluriempleo,trabajo_de,anos_de_experiencia,antiguedad_en_la_empresa_actual,anos_en_el_puesto_actual,cuantas_personas_tenes_a_cargo,plataformas_que_utilizas_en_tu_puesto_actual,lenguajes_de_programacion_o_tecnologias_que_utilices_en_tu_puesto_actual,frameworksherramientas_y_librerias_que_utilices_en_tu_puesto_actual,bases_de_datos,qa_testing,cantidad_de_personas_en_tu_organizacion,modalidad_de_trabajo,si_trabajas_bajo_un_esquema_hibrido_cuantos_dias_a_la_semana_vas_a_la_oficina,en_los_ultimos_6_mesesse_aplico_alguna_politica_de_ajustes_salariales,en_los_ultimos_6_meseshubo_reduccion_de_personal,la_recomendas_como_un_buen_lugar_para_trabajar,que_tanto_estas_usando_copilotchatgpt_u_otras_herramientas_de_ia_para_tu_trabajo,vibe_coding,salir_o_seguir_contestando,maximo_nivel_de_estudios,estado,carrera,institucion_educativa,salir_o_seguir_contestando_sobre_las_guardias,cual_es_la_cantidad_maxima_de_entrevistas_que_consideras_aceptable_en_un_proceso_de_seleccion,cual_es_la_combinacion_de_entrevistas_que_consideras_mejor_en_tu_experiencia_como_candidatoa,desafios_tecnicoscomo_los_preferiselegi_todas_las_opciones_que_consideres,cuantas_horas_te_parecen_correctas_dedicarle_a_un_desafio_tecnico_asincronico,cual_de_las_siguientes_frases_representa_mejor_tu_opinion_acerca_de_los_procesos_de_seleccion,salir_o_seguir_contestando_sobre_las_guardias1,tenes_guardias,cuanto_cobras_por_guardia,aclara_el_numero_que_ingresaste_en_el_campo_anterior,tengo_edad,genero,habias_respondido_nuestra_encuesta_en_ediciones_anteriores,sueldo_dolarizado,seniority,_sal
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1760000.0,1640000.0,,,Un sueldo,Performance de la compañía,Dos,30.0,Marzo,3,"Horarios flexibles, Viáticos",2,"No, pero escucho ofertas.",,Developer,4,3,1,2,"Azure, Linux",".NET, C#, Go, HTML, Javascript, SQL",".NET Core, Bootstrap, jQuery, Next.js, React.js","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",JUnit,De 11  a 50  personas,Híbrido (presencial y remoto),2,si,No sé,4,3,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,29,Hombre Cis,Sí,False,Semi-Senior,1760000.0
Córdoba,Full-Time,Tercerizado (trabajo a través de consultora o agencia),4300000.0,3600000.0,,,No,No recibo bono,Tres,15.0,Mayo,4,Ninguna de las anteriores,3,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,17,3,3,0,"AIX, Docker, Kubernetes, Linux, VMWare, PowerVm , storages ibm",Python,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),2,La que dicta la.bancaria,Sí,6,2,Vibequé?,Responder sobre guardias,,,,,,,,,,,,"Sí, pasiva",5.0,Porcentaje de mi sueldo bruto,45,Hombre Cis,Sí,False,Senior,4300000.0
Buenos Aires,Full-Time,Staff (planta permanente),3194260.61,2636683.0,,,No,No recibo bono,Dos,20.0,Junio,3,"Abono de Internet, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, ",2,"No, estoy muy conforme.",,Developer,7,1,1,0,Docker,"CSS, HTML, Javascript, TypeScript","Angular, Bootstrap",Ninguna de las anteriores,"Karma, Jasmine",De 201 a 500 personas,100% remoto,0,,No sé,9,3,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,33,Hombre Cis,Sí,False,Senior,3194260.61
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4700000.0,5100000.0,,,No,No recibo bono,Dos,25.0,Marzo,3,"Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Technical Leader,25,5,3,5,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),2,Se cambió el ajuste por inflación de cada 4 a cada 6 meses.,No,7,3,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,45,Hombre Cis,Sí,False,Senior,4700000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,2400000.0,2100000.0,,,No,No recibo bono,Más de tres,10.0,Junio,3,"Horarios flexibles, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",3,"No, pero escucho ofertas.",,Data Scientist,2,1,1,0,Huawei Cloud,"Javascript, Python, SQL","React.js, Torch, FastAPI, todo el stack de PyData","Oracle, PostgreSQL",Postman,De 5001 a 10000 personas,Híbrido (presencial y remoto),2,,Sí,7,2,Hype,Responder sobre guardias,Posgrado/Especialización,En curso,Ingeniería en Informática,UBA - Universidad de Buenos Aires,Responder sobre entrevistas técnicas,"Me da igual, no tengo una opinión al respecto","Técnica - Coding, Técnica - Diseño & Arquitectura, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 2 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,30,Hombre Cis,Sí,False,Junior,2400000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1400000.0,1175000.0,,,No,No recibo bono,Uno,40.0,Abril,1,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",2,"No, pero escucho ofertas.",,QA / Tester,2,2,2,0,Azure,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,"Cypress, SoapUI",De 201 a 500 personas,100% remoto,0,"Si, por IPC",Sí,8,5,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,29,Mujer Cis,No,False,Junior,1400000.0
Entre Ríos,Full-Time,Staff (planta permanente),1800000.0,1300000.0,,,No,No recibo bono,No,0.0,No tuve,1,Ninguna de las anteriores,1,"Sí, estoy buscando activamente.",,HelpDesk,2,1,1,0,Windows Server,Ninguno de los anteriores,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,De 5001 a 10000 personas,Híbrido (presencial y remoto),4,solo por convenio,Sí,0,5,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,29,Hombre Cis,No,False,Junior,1800000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3650000.0,2870000.0,,,De uno a tres sueldos,Mix de las anteriores,Dos,15.0,Junio,2,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,Data Engineer,10,3,3,0,"Google Cloud Platform, Linux","Python, SQL",Ninguno de los anteriores,"Google Cloud Storage, Microsoft SQL Server, Oracle",Ninguna de las anteriores,De 5001 a 10000 personas,Híbrido (presencial y remoto),0,por inflacion,No sé,7,2,Vibequé?,Responder sobre guardias,Universitario,Completo,Analista de Sistemas,UCAECE - Centro de Altos Estudios en Ciencias Exactas,Responder sobre entrevistas técnicas,Hasta 2,"HR, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres",Hasta 2 horas,Creo que seguir haciendo desafíos técnicos es algo anticuado.,Terminar encuesta,"Sí, pasiva",0.0,Neto,37,Mujer Cis,Sí,False,Senior,3650000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2666286.66,2337293.0,,,No,No recibo bono,Uno,8.32,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Sueldo dividido en dos pagos por mes",3,"No, pero escucho ofertas.",,Developer,5,0,0,0,"Amazon Web Services, Docker, Linux","PHP, SQL",Laravel,"MariaDB, MySQL","PHPUnit, Postman",De 501 a 1000 personas,100% remoto,0,Por inflación,No,10,5,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,26,Hombre Cis,Sí,False,Semi-Senior,2666286.66
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3000000.0,2500000.0,,,Un sueldo,Performance de la compañía,Uno,9.0,Marzo,2,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,BI Analyst / Data Analyst,5,1,1,0,"Azure, PowerBI, Databricks","Python, SQL, DAX, M",Spark,"Amazon Redshift, Microsoft Azure (Tables, CosmosDB, SQL, etc)",Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,No,Sí,9,4,Llegó para quedarse,Responder sobre mis estudios,Universitario,Incompleto,Licenciatura en Sistemas,UCAECE - Centro de Altos Estudios en Ciencias Exactas,Responder sobre guardias,Entre 2 y 4,"HR, Técnica - Diseño & Arquitectura, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 4 horas,Creo que seguir haciendo desafíos técnicos es algo anticuado.,Terminar encuesta,No,0.0,Neto,31,Hombre Cis,Sí,False,Semi-Senior,3000000.0
Córdoba,Full-Time,Staff (planta permanente),1113466.0,889.498,,,No,No recibo bono,Dos,3.9,Junio,1,Ninguna de las anteriores,1,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,5,2,2,0,"Docker, Google Cloud Platform, Linux, Microcontroladores, Serverless, VMWare, Windows Server","Arduino, Bash/Shell, Javascript, Perl, PHP, Python, SQL, VBA","Django, Flask, Node.js, WordPress","MariaDB, Microsoft SQL Server, PostgreSQL, SQLite",PHPUnit,De 501 a 1000 personas,100% presencial,0,No más que los brindados de forma unilateral por el gobierno de la nación,Sí,7,2,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,31,Hombre Cis,No,False,Semi-Senior,1113466.0
Mendoza,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1687000.0,1404800.0,,,No,No recibo bono,Dos,51.0,Abril,4,"Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), bono por internet fijo (desactualizado)",3,"No, pero escucho ofertas.",,UX Designer,0,3,0,0,Ninguna de las anteriores,TypeScript,Angular,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,1 aumento por inflación + 1 por desempeño,No,7,4,Vibequé?,Responder sobre mis estudios,Universitario,Incompleto,Licenciatura en Diseño,,Terminar encuesta,,,,,,,,,,29,Mujer Cis,Sí,False,Junior,1687000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5300000.0,4100000.0,,,No,No recibo bono,Uno,10.0,Enero,3,"Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles",3,"No, pero escucho ofertas.",,Developer,11,2,2,0,Ninguna de las anteriores,"HTML, Javascript, TypeScript","Angular, Bootstrap, Node.js, React.js",Ninguna de las anteriores,"Cypress, Jest",De 101 a 200 personas,100% remoto,0,,No,0,1,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,36,Hombre Cis,Sí,False,Senior,5300000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4200000.0,3400000.0,,,No,No recibo bono,Dos,8.0,Mayo,2,Abono de celular,2,"No, pero escucho ofertas.",,Technical Leader,10,10,2,5,Azure,"Javascript, Python, R, SQL, VBA",Node.js,"Microsoft SQL Server, MySQL","Postman, Selenium",De 51 a 100 personas,Híbrido (presencial y remoto),3,Ajustes trimestrales en función del humor de una persona,Sí,2,5,Llegó para quedarse,Responder sobre mis estudios,Posgrado/Especialización,Completo,Tecnicatura Superior en Programación,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,,,,,,,39,Hombre Cis,Sí,False,Senior,4200000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),6500000.0,5000000.0,,,3+ sueldos,Mix de las anteriores,Uno,3.0,Enero,2,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online",3,"Sí, estoy buscando activamente.",,Technical Leader,7,0,4,7,"Firebase, Google Cloud Platform","CSS, HTML, Javascript, Kotlin, Swift, TypeScript","Next.js, Node.js, React.js",Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),1,,No sé,0,2,Hype,Responder sobre guardias,Universitario,Completo,Tecnicatura Superior en Programación,UNQ - Universidad Nacional de Quilmes,Responder sobre entrevistas técnicas,Entre 2 y 4,"Técnica - Coding, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres",Hasta 2 horas,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Terminar encuesta,"Sí, pasiva",0.0,Neto,29,Hombre Cis,Sí,False,Senior,6500000.0
Córdoba,Full-Time,Staff (planta permanente),3800000.0,3000000.0,,,No,No recibo bono,Más de tres,35.0,Junio,4,"Abono de celular, Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Licencia por nacimiento extendida",4,"No, pero escucho ofertas.",,Technical Support,16,16,7,0,VMWare,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,100% presencial,0,,No sé,9,0,Vibequé?,Responder sobre mis estudios,Universitario,Incompleto,Ingeniería en Telecomunicaciones,UBP - Universidad Blas Pascal,Responder sobre guardias,,,,,,,"Sí, activa",30.0,Neto,39,Hombre Cis,Sí,False,Senior,3800000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5000000.0,4200000.0,,,De uno a tres sueldos,Performance individual,Dos,7.0,Abril,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",3,"No, pero escucho ofertas.",,Storage / Backup,19,12,5,5,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux, OpenShift, VMWare, Windows Server",Python,.NET Core,"MariaDB, Microsoft SQL Server, Oracle",Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),1,,No,7,4,Vibequé?,Responder sobre guardias,,,,,,,,,,,,"Sí, pasiva",100.0,Porcentaje de mi sueldo bruto,43,Hombre Cis,Sí,False,Senior,5000000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1127000.0,1017000.0,,,No,No recibo bono,No,0.0,No tuve,2,Ninguna de las anteriores,1,"Sí, estoy buscando activamente.",,BI Analyst / Data Analyst,2,2,2,1,Ninguna de las anteriores,"Python, R, SQL","pandas, selenium, matplotlib",PostgreSQL,Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),4,no,Sí,8,4,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,25,Hombre Cis,Sí,False,Junior,1127000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4000000.0,3200000.0,,,No,No recibo bono,Uno,8.0,Abril,3,"Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Finance,10,6,2,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),1,1 ajuste inflación,Sí,7,2,Vibequé?,Responder sobre mis estudios,Universitario,Completo,Recursos Humanos,USAL - Universidad del Salvador,Responder sobre guardias,Entre 2 y 4,"HR, Técnica - Coding",Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a,Hasta 2 horas,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Terminar encuesta,No,0.0,Neto,32,Prefiero no decir,Sí,False,Senior,4000000.0
Mendoza,Full-Time,Staff (planta permanente),2236221.0,1856054.0,,,Menos de un sueldo,Mix de las anteriores,Dos,16.0,Mayo,2,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"Sí, estoy buscando activamente.",,Developer,3,3,2,0,Docker,"HTML, Javascript, TypeScript","Angular, Bootstrap, Next.js, Node.js, React.js","MongoDB, MySQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,"si, ajuste por inflacion",Sí,7,4,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,33,Mujer Cis,Sí,False,Semi-Senior,2236221.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1494371.0,1214001.0,,,Menos de un sueldo,Performance de la compañía,Dos,4.0,Marzo,1,Ninguna de las anteriores,1,"No, pero escucho ofertas.",,QA / Tester,7,5,5,0,Linux,Ninguno de los anteriores,Ninguno de los anteriores,PostgreSQL,Postman,De 51 a 100 personas,100% remoto,0,Ajuste por inflación,No,7,5,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,44,Prefiero no decir,Sí,False,Senior,1494371.0
Santa Fe,Full-Time,Staff (planta permanente),1800000.0,1500000.0,,,Un sueldo,Performance individual,Uno,5.0,Marzo,1,Abono de Internet,1,"Sí, estoy buscando activamente.",,Developer,3,3,3,0,"Amazon Web Services, Docker, Linux","CSS, HTML, Javascript, Python, TypeScript","Django, Next.js, React.js",SQLite,"Cypress, Jest",De 11  a 50  personas,100% remoto,0,,Sí,4,5,Vibequé?,Responder sobre entrevistas técnicas,Universitario,Incompleto,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,Hasta 2,HR,"Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 2 horas,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Responder sobre guardias,No,0.0,Neto,28,Hombre Cis,Sí,False,Semi-Senior,1800000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2800000.0,2300000.0,,,De uno a tres sueldos,Mix de las anteriores,Uno,10.0,Marzo,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Consultant,30,5,5,0,"Linux, SAP, VMWare, Windows Server","Bash/Shell, Ninguno de los anteriores",Ninguno de los anteriores,"HANA, Oracle",Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),1,,No,7,1,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,64,Hombre Cis,Sí,False,Senior,2800000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2500000.0,1700000.0,,,No,No recibo bono,Tres,12.0,Abril,3,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,10,3,3,1,"Amazon Web Services, Docker","Bash/Shell, Javascript",Node.js,"Amazon RDS/Aurora, MySQL, Redis",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,ipc,No,8,5,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,30,Prefiero no decir,Sí,False,Senior,2500000.0
Mendoza,Full-Time,Staff (planta permanente),5000000.0,4500000.0,,,No,No recibo bono,Dos,5.0,Marzo,2,"Capacitaciones y/o cursos, Clases de idiomas, Estacionamiento gratuito / subvencionado",2,"No, pero escucho ofertas.",Tengo dos trabajos full time,Developer,5,5,1,3,"Amazon Web Services, Docker, Linux",Ruby,Rails,"Amazon RDS/Aurora, ElasticSearch, PostgreSQL",RSpec,De 2 a 10 personas,Híbrido (presencial y remoto),3,,No,8,3,Vibequé?,Responder sobre guardias,Terciario,Completo,Tecnicatura Superior en Programación,UTN - Universidad Tecnológica Nacional,Responder sobre entrevistas técnicas,"Me da igual, no tengo una opinión al respecto",Técnica - Coding,"Sincrónicos, prefiero el desafío en tiempo real, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 2 horas,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Terminar encuesta,"Sí, pasiva",0.0,Neto,28,Hombre Cis,Sí,False,Semi-Senior,5000000.0
Río Negro,Part-Time,Staff (planta permanente),1300000.0,1100000.0,,,No,No recibo bono,Uno,5.0,Marzo,2,Ninguna de las anteriores,2,"No, pero escucho ofertas.",Tengo dos trabajos full time,SysAdmin / DevOps / SRE,2,3,2,0,"Azure, Docker, Kubernetes, Linux",".NET, C#, Javascript, SQL, TypeScript",".NET Core, Angular, Bootstrap, Hibernate, Node.js","Microsoft SQL Server, PostgreSQL, Redis",Selenium,De 101 a 200 personas,100% remoto,0,,No sé,2,2,Hype,Terminar encuesta,,,,,,,,,,,,,,,34,Hombre Cis,Sí,False,Junior,1300000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4000000.0,3448300.0,,,Un sueldo,Performance individual,Dos,9.0,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida",2,"No, pero escucho ofertas.",,Manager / Director,30,0,10,9,Azure,".NET, C#, CSS, HTML, Java, Javascript, PHP, SQL",".NET Core, Bootstrap, React.js","Microsoft SQL Server, MySQL",Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),2,,No,7,4,Vibequé?,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Informática,ITBA Instituto Tecnológico de Buenos Aires,Responder sobre guardias,Entre 2 y 4,"HR, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres",Hasta 2 horas,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,56,Hombre Cis,Sí,False,Senior,4000000.0
Entre Ríos,Full-Time,Staff (planta permanente),800000.0,900000.0,,,No,No recibo bono,No,0.0,No tuve,2,Estacionamiento gratuito / subvencionado,2,"Sí, estoy buscando activamente.",,Finance,6,4,3,15,"Google Cloud Platform, Windows Server, chess software para distribuidores",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,100% presencial,0,"no, solo las que establece por ley el sindicato",Sí,9,3,Vibequé?,Responder sobre mis estudios,Universitario,En curso,Contador/a Público/a,Universidad Siglo 21,Responder sobre entrevistas técnicas,Entre 2 y 4,CONSULTORA Y RESPONSABLE DIRECTO EN LA EMPRESA,"Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, En plataformas tipo HackerRank o similares",Menos de 2 horas,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Terminar encuesta,,,,32,Mujer Cis,No,False,Senior,800000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2216415.0,1821575.0,,,Un sueldo,Mix de las anteriores,Uno,17.0,Febrero,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Cuota para universidad / posgrados, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",2,"No, pero escucho ofertas.",,Developer,3,1,1,0,Ninguna de las anteriores,"Go, Java",Spring,"ElasticSearch, MySQL, Redis",JUnit,Más de 10000 personas,100% remoto,0,,No sé,8,5,Hype,Responder sobre guardias,Universitario,En curso,Ingeniería en Informática,UADE - Universidad Argentina De la Empresa,Responder sobre entrevistas técnicas,Entre 2 y 4,"HR, Técnica - Coding, Técnica - Diseño & Arquitectura","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 2 horas,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Terminar encuesta,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,26,Hombre Cis,Sí,False,Semi-Senior,2216415.0
